step,avg_reward
2048,1.8888888888888888
4096,1.65
6144,1.3125
8192,1.25
10240,1.3584905660377358
12288,1.3692307692307693
14336,1.3289473684210527
16384,1.3953488372093024
18432,1.402061855670103
20480,1.46
22528,1.49
24576,1.55
26624,1.7
28672,1.74
30720,1.7
32768,1.75
34816,1.77
36864,1.87
38912,1.74
40960,1.68
43008,1.63
45056,1.62
47104,1.73
49152,1.67
51200,1.73
53248,1.8
55296,1.84
57344,1.87
59392,2.03
61440,1.96
63488,2.05
65536,2.1
67584,2.0
69632,2.04
71680,1.86
73728,1.73
75776,1.65
77824,1.6
79872,1.65
81920,1.62
83968,1.45
86016,1.64
88064,1.64
90112,1.77
92160,1.95
94208,2.11
96256,2.14
98304,2.18
100352,2.27
102400,2.37
104448,2.55
106496,2.66
108544,2.67
110592,2.67
112640,2.57
114688,2.42
116736,2.4
118784,2.39
120832,2.4
122880,2.34
124928,2.25
126976,2.22
129024,2.21
131072,2.42
133120,2.44
135168,2.47
137216,2.49
139264,2.55
141312,2.59
143360,2.68
145408,2.72
147456,2.8
149504,2.87
151552,2.88
153600,2.71
155648,2.78
157696,2.7
159744,2.84
161792,2.84
163840,2.77
165888,2.76
167936,2.7
169984,2.57
172032,2.59
174080,2.69
176128,2.79
178176,2.85
180224,3.02
182272,3.09
184320,3.05
186368,3.0
188416,2.97
190464,2.89
192512,2.92
194560,2.68
196608,2.65
198656,2.53
200704,2.4
202752,2.34
204800,2.54
206848,2.75
208896,2.77
210944,2.88
212992,3.03
215040,3.04
217088,3.19
219136,3.18
221184,3.16
223232,3.24
225280,3.26
227328,3.06
229376,2.98
231424,2.9
233472,2.91
235520,2.97
237568,2.87
239616,2.9
241664,2.95
243712,2.88
245760,2.89
247808,2.83
249856,2.88
251904,2.82
253952,2.76
256000,2.78
258048,2.75
260096,2.69
262144,2.59
264192,2.69
266240,2.63
268288,2.66
270336,2.6
272384,2.55
274432,2.78
276480,2.69
278528,2.7
280576,2.78
282624,2.85
284672,2.87
286720,2.94
288768,3.12
290816,3.3
292864,3.32
294912,3.31
296960,3.32
299008,3.42
301056,3.34
303104,3.29
305152,3.34
307200,3.3
309248,3.29
311296,3.05
313344,2.81
315392,2.89
317440,2.85
319488,2.83
321536,2.85
323584,2.9
325632,2.95
327680,2.73
329728,2.68
331776,2.75
333824,2.76
335872,2.75
337920,2.68
339968,2.63
342016,2.57
344064,2.47
346112,2.49
348160,2.48
350208,2.6
352256,2.55
354304,2.57
356352,2.67
358400,2.73
360448,2.82
362496,2.8
364544,2.82
366592,2.84
368640,2.89
370688,2.88
372736,2.95
374784,2.98
376832,2.85
378880,2.9
380928,2.95
382976,2.84
385024,2.8
387072,2.99
389120,3.02
391168,3.01
393216,2.98
395264,3.06
397312,3.04
399360,3.21
401408,3.07
403456,2.96
405504,2.95
407552,2.9
409600,2.72
411648,2.72
413696,2.72
415744,2.73
417792,2.61
419840,2.47
421888,2.59
423936,2.54
425984,2.6
428032,2.73
430080,2.86
432128,3.0
434176,2.86
436224,2.86
438272,2.87
440320,2.89
442368,2.96
444416,3.02
446464,2.96
448512,2.9
450560,2.84
452608,2.65
454656,2.68
456704,2.71
458752,2.73
460800,2.61
462848,2.64
464896,2.58
466944,2.53
468992,2.65
471040,2.67
473088,2.71
475136,2.74
477184,2.83
479232,2.89
481280,3.04
483328,3.1
485376,3.11
487424,3.11
489472,3.28
491520,3.38
493568,3.51
495616,3.65
497664,3.61
499712,3.69
