step,avg_reward
2048,0.0
4096,0.0
6144,0.0
8192,0.0
10240,0.0
12288,0.0
14336,0.0
16384,0.0
18432,0.0
20480,0.0
22528,0.0
24576,0.0
26624,0.0
28672,0.0
30720,0.0
32768,0.0
34816,0.0
36864,0.0
38912,0.0
40960,0.0
43008,0.0
45056,0.0
47104,0.0
49152,0.0
51200,0.0
53248,0.0
55296,0.0
57344,0.0
59392,0.0
61440,0.0
63488,0.0
65536,0.0
67584,0.0
69632,0.0
71680,0.0
73728,0.0
75776,0.0
77824,0.0
79872,0.0
81920,0.0
83968,0.0
86016,0.0
88064,0.01
90112,0.01
92160,0.01
94208,0.01
96256,0.01
98304,0.01
100352,0.01
102400,0.01
104448,0.01
106496,0.01
108544,0.01
110592,0.01
112640,0.01
114688,0.01
116736,0.01
118784,0.01
120832,0.01
122880,0.01
124928,0.01
126976,0.01
129024,0.01
131072,0.01
133120,0.02
135168,0.02
137216,0.02
139264,0.02
141312,0.02
143360,0.02
145408,0.02
147456,0.02
149504,0.02
151552,0.02
153600,0.02
155648,0.02
157696,0.02
159744,0.02
161792,0.02
163840,0.02
165888,0.02
167936,0.02
169984,0.02
172032,0.02
174080,0.02
176128,0.02
178176,0.02
180224,0.02
182272,0.02
184320,0.02
186368,0.02
188416,0.02
190464,0.02
192512,0.01
194560,0.01
196608,0.01
198656,0.01
200704,0.01
202752,0.01
204800,0.01
206848,0.01
208896,0.01
210944,0.0
212992,0.0
215040,0.0
217088,0.0
219136,0.0
221184,0.0
223232,0.0
225280,0.0
227328,0.0
229376,0.0
231424,0.0
233472,0.0
235520,0.0
237568,0.0
239616,0.0
241664,0.0
243712,0.0
245760,0.0
247808,0.0
249856,0.0
251904,0.0
253952,0.0
256000,0.0
258048,0.0
260096,0.0
262144,0.0
264192,0.0
266240,0.0
268288,0.0
270336,0.0
272384,0.0
274432,0.0
276480,0.0
278528,0.0
280576,0.0
282624,0.0
284672,0.0
286720,0.0
288768,0.0
290816,0.0
292864,0.0
294912,0.0
296960,0.0
299008,0.0
301056,0.0
303104,0.0
305152,0.0
307200,0.0
309248,0.0
311296,0.0
313344,0.0
315392,0.0
317440,0.0
319488,0.0
321536,0.0
323584,0.0
325632,0.0
327680,0.0
329728,0.0
331776,0.0
333824,0.0
335872,0.0
337920,0.0
339968,0.0
342016,0.0
344064,0.0
346112,0.0
348160,0.0
350208,0.0
352256,0.0
354304,0.0
356352,0.0
358400,0.0
360448,0.0
362496,0.0
364544,0.0
366592,0.0
368640,0.0
370688,0.0
372736,0.01
374784,0.01
376832,0.01
378880,0.01
380928,0.01
382976,0.01
385024,0.01
387072,0.01
389120,0.01
391168,0.01
393216,0.01
395264,0.01
397312,0.02
399360,0.02
401408,0.02
403456,0.02
405504,0.02
407552,0.02
409600,0.02
411648,0.02
413696,0.02
415744,0.02
417792,0.02
419840,0.02
421888,0.02
423936,0.02
425984,0.01
428032,0.01
430080,0.01
432128,0.01
434176,0.01
436224,0.01
438272,0.01
440320,0.01
442368,0.01
444416,0.01
446464,0.01
448512,0.0
450560,0.0
452608,0.0
454656,0.0
456704,0.0
458752,0.0
460800,0.0
462848,0.0
464896,0.0
466944,0.0
468992,0.0
471040,0.0
473088,0.0
475136,0.0
477184,0.0
479232,0.0
481280,0.0
483328,0.0
485376,0.0
487424,0.0
489472,0.0
491520,0.0
493568,0.0
495616,0.0
497664,0.0
499712,0.0
