step,avg_reward
2048,2.2222222222222223
4096,2.2777777777777777
6144,2.142857142857143
8192,2.2777777777777777
10240,2.3333333333333335
12288,2.2142857142857144
14336,2.1363636363636362
16384,2.1315789473684212
18432,2.1294117647058823
20480,2.0520833333333335
22528,2.01
24576,1.93
26624,1.95
28672,1.85
30720,1.78
32768,1.79
34816,1.75
36864,1.72
38912,1.7
40960,1.74
43008,1.79
45056,1.79
47104,1.64
49152,1.7
51200,1.67
53248,1.77
55296,1.8
57344,1.81
59392,1.9
61440,1.93
63488,1.95
65536,1.99
67584,2.09
69632,2.17
71680,2.14
73728,2.17
75776,2.11
77824,2.18
79872,2.12
81920,2.08
83968,1.97
86016,2.01
88064,1.99
90112,1.98
92160,1.97
94208,2.07
96256,2.01
98304,2.07
100352,2.04
102400,2.05
104448,2.13
106496,2.12
108544,2.13
110592,1.99
112640,2.06
114688,2.1
116736,2.03
118784,2.1
120832,2.1
122880,2.13
124928,2.08
126976,1.97
129024,1.95
131072,2.06
133120,2.09
135168,2.07
137216,2.06
139264,2.03
141312,2.05
143360,2.04
145408,2.02
147456,2.08
149504,2.04
151552,2.09
153600,2.0
155648,1.93
157696,1.91
159744,1.95
161792,1.94
163840,1.91
165888,1.83
167936,1.83
169984,1.93
172032,1.91
174080,1.93
176128,2.02
178176,1.94
180224,1.9
182272,1.83
184320,1.79
186368,1.91
188416,1.91
190464,1.81
192512,1.86
194560,1.85
196608,1.88
198656,1.88
200704,1.9
202752,1.99
204800,1.95
206848,1.87
208896,1.91
210944,1.96
212992,1.98
215040,2.0
217088,1.87
219136,1.81
221184,1.8
223232,1.74
225280,1.8
227328,1.8
229376,1.8
231424,1.78
233472,1.76
235520,1.8
237568,1.94
239616,2.02
241664,2.0
243712,2.01
245760,2.06
247808,2.06
249856,2.07
251904,1.98
253952,1.95
256000,1.82
258048,1.7
260096,1.62
262144,1.69
264192,1.74
266240,1.66
268288,1.64
270336,1.54
272384,1.53
274432,1.61
276480,1.6
278528,1.65
280576,1.69
282624,1.71
284672,1.74
286720,1.8
288768,1.73
290816,1.82
292864,1.79
294912,1.76
296960,1.66
299008,1.57
301056,1.5
303104,1.45
305152,1.35
307200,1.37
309248,1.35
311296,1.47
313344,1.4
315392,1.49
317440,1.56
319488,1.61
321536,1.57
323584,1.54
325632,1.62
327680,1.65
329728,1.56
331776,1.66
333824,1.67
335872,1.8
337920,1.88
339968,1.93
342016,1.97
344064,2.07
346112,2.17
348160,2.27
350208,2.43
352256,2.56
354304,2.6
356352,2.67
358400,2.71
360448,2.8
362496,2.87
364544,2.86
366592,2.78
368640,2.79
370688,2.74
372736,2.7
374784,2.72
376832,2.76
378880,2.84
380928,2.8
382976,2.91
385024,2.82
387072,2.99
389120,3.12
391168,3.15
393216,3.25
395264,3.4
397312,3.36
399360,3.43
401408,3.18
403456,3.15
405504,2.96
407552,2.83
409600,2.72
411648,2.58
413696,2.59
415744,2.32
417792,2.29
419840,2.22
421888,2.31
423936,2.29
425984,2.4
428032,2.38
430080,2.47
432128,2.57
434176,2.56
436224,2.68
438272,2.74
440320,2.74
442368,2.72
444416,2.81
446464,2.78
448512,2.76
450560,2.83
452608,2.86
454656,2.73
456704,2.66
458752,2.63
460800,2.5
462848,2.39
464896,2.19
466944,2.27
468992,2.35
471040,2.28
473088,2.34
475136,2.39
477184,2.54
479232,2.52
481280,2.58
483328,2.43
485376,2.51
487424,2.53
489472,2.48
491520,2.39
493568,2.43
495616,2.3
497664,2.22
499712,2.22
501760,2.28
503808,2.52
505856,2.62
507904,2.61
509952,2.62
512000,2.67
514048,2.64
516096,2.55
518144,2.54
520192,2.49
522240,2.46
524288,2.38
526336,2.37
528384,2.32
530432,2.49
532480,2.55
534528,2.56
536576,2.69
538624,2.78
540672,2.84
542720,3.14
544768,3.21
546816,3.37
548864,3.39
550912,3.58
552960,3.63
555008,3.63
557056,3.59
559104,3.52
561152,3.47
563200,3.38
565248,3.2
567296,2.86
569344,2.76
571392,2.71
573440,2.36
575488,2.19
577536,2.13
579584,2.04
581632,1.89
583680,1.91
585728,1.79
587776,1.82
589824,1.72
591872,1.57
593920,1.62
595968,1.6
598016,1.73
600064,1.85
602112,1.96
604160,2.07
606208,2.22
608256,2.26
610304,2.31
612352,2.45
614400,2.61
616448,2.65
618496,2.54
620544,2.57
622592,2.5
624640,2.55
626688,2.42
628736,2.49
630784,2.52
632832,2.47
634880,2.38
636928,2.35
638976,2.4
641024,2.52
643072,2.44
645120,2.49
647168,2.5
649216,2.5
651264,2.55
653312,2.46
655360,2.58
657408,2.77
659456,2.88
661504,2.82
663552,2.89
665600,2.96
667648,2.95
669696,2.94
671744,2.99
673792,2.96
675840,3.05
677888,3.07
679936,3.05
681984,3.15
684032,3.08
686080,2.92
688128,3.05
690176,3.05
692224,3.1
694272,3.02
696320,3.07
698368,3.12
700416,3.1
702464,3.09
704512,3.03
706560,3.18
708608,3.34
710656,3.23
712704,3.25
714752,3.2
716800,3.26
718848,3.23
720896,3.17
722944,3.1
724992,3.04
727040,3.0
729088,2.87
731136,2.86
733184,2.9
735232,2.73
737280,2.8
739328,2.69
741376,2.68
743424,2.66
