step,avg_reward
2048,2.111111111111111
4096,1.75
6144,1.5483870967741935
8192,1.4523809523809523
10240,1.3636363636363635
12288,1.4
14336,1.4266666666666667
16384,1.4186046511627908
18432,1.3917525773195876
20480,1.33
22528,1.36
24576,1.48
26624,1.42
28672,1.48
30720,1.51
32768,1.49
34816,1.56
36864,1.54
38912,1.56
40960,1.45
43008,1.39
45056,1.4
47104,1.35
49152,1.31
51200,1.33
53248,1.29
55296,1.23
57344,1.2
59392,1.18
61440,1.28
63488,1.29
65536,1.38
67584,1.51
69632,1.7
71680,1.77
73728,1.88
75776,2.08
77824,2.06
79872,2.21
81920,2.16
83968,2.14
86016,2.09
88064,1.91
90112,1.92
92160,1.92
94208,1.96
96256,2.02
98304,2.11
100352,2.17
102400,2.27
104448,2.37
106496,2.49
108544,2.57
110592,2.6
112640,2.56
114688,2.3
116736,2.34
118784,2.28
120832,2.12
122880,2.09
124928,2.04
126976,2.17
129024,2.22
131072,2.37
133120,2.39
135168,2.54
137216,2.53
139264,2.56
141312,2.73
143360,2.88
145408,2.91
147456,3.02
149504,3.02
151552,3.04
153600,2.91
155648,2.74
157696,2.74
159744,2.69
161792,2.59
163840,2.58
165888,2.53
167936,2.46
169984,2.32
172032,2.13
174080,2.1
176128,2.14
178176,2.17
180224,2.31
182272,2.31
184320,2.46
186368,2.45
188416,2.47
190464,2.54
192512,2.68
194560,2.91
196608,2.98
198656,3.12
200704,3.15
202752,3.12
204800,2.96
206848,2.84
208896,2.93
210944,2.77
212992,2.76
215040,2.7
217088,2.68
219136,2.55
221184,2.55
223232,2.58
225280,2.6
227328,2.61
229376,2.55
231424,2.67
233472,2.72
235520,2.71
237568,2.75
239616,2.81
241664,2.85
243712,2.89
245760,2.91
247808,2.95
249856,2.95
251904,2.95
253952,3.09
256000,3.13
258048,3.12
260096,3.06
262144,3.05
264192,3.13
266240,3.1
268288,3.1
270336,3.12
272384,3.22
274432,3.09
276480,2.86
278528,2.82
280576,2.76
282624,2.72
284672,2.68
286720,2.67
288768,2.6
290816,2.68
292864,2.47
294912,2.53
296960,2.57
299008,2.62
301056,2.68
303104,2.63
305152,2.69
307200,2.81
309248,2.75
311296,2.72
313344,2.7
315392,2.89
317440,2.84
319488,2.86
321536,2.79
323584,2.76
325632,2.72
327680,2.68
329728,2.87
331776,2.96
333824,3.13
335872,3.17
337920,3.18
339968,3.07
342016,3.11
344064,3.24
346112,3.42
348160,3.5
350208,3.58
352256,3.52
354304,3.58
356352,3.42
358400,3.49
360448,3.36
362496,3.4
364544,3.52
366592,3.44
368640,3.25
370688,3.27
372736,3.07
374784,3.1
376832,2.92
378880,2.88
380928,2.98
382976,3.06
385024,3.06
387072,2.97
389120,3.17
391168,3.15
393216,3.29
395264,3.39
397312,3.28
399360,3.33
401408,3.37
403456,3.28
405504,3.22
407552,3.27
409600,3.24
411648,3.06
413696,3.1
415744,3.02
417792,2.92
419840,3.07
421888,3.15
423936,3.1
425984,3.1
428032,3.1
430080,3.0
432128,3.0
434176,3.0
436224,2.92
438272,2.93
440320,2.99
442368,3.02
444416,3.17
446464,3.15
448512,3.12
450560,3.13
452608,3.29
454656,3.3
456704,3.25
458752,3.19
460800,3.13
462848,2.96
464896,2.87
466944,2.88
468992,2.93
471040,2.91
473088,3.02
475136,3.06
477184,3.09
479232,3.24
481280,3.22
483328,3.23
485376,3.26
487424,3.34
489472,3.27
491520,3.34
493568,3.26
495616,3.21
497664,3.2
499712,3.16
501760,3.2
503808,3.26
505856,3.45
507904,3.35
509952,3.32
512000,3.3
514048,3.36
516096,3.38
518144,3.13
520192,3.08
522240,3.04
524288,3.1
526336,3.08
528384,2.96
530432,3.11
532480,3.19
534528,3.25
536576,3.36
538624,3.47
540672,3.52
542720,3.63
544768,3.66
546816,3.72
548864,3.77
550912,3.72
552960,3.68
555008,3.54
557056,3.45
559104,3.37
561152,3.17
563200,3.26
565248,3.24
567296,3.22
569344,3.18
571392,3.26
573440,3.46
575488,3.5
577536,3.53
579584,3.47
581632,3.46
583680,3.48
585728,3.74
587776,3.71
589824,3.71
591872,3.82
593920,3.9
595968,3.53
598016,3.36
600064,3.45
602112,3.69
604160,3.8
606208,3.96
608256,3.81
610304,3.62
612352,3.7
614400,3.68
616448,3.62
618496,3.55
620544,3.52
622592,3.46
624640,3.55
626688,3.62
628736,3.63
630784,3.63
632832,3.66
634880,3.79
636928,3.64
638976,3.7
641024,3.7
643072,3.71
645120,3.87
647168,3.82
649216,3.71
651264,3.42
653312,3.29
655360,3.29
657408,3.31
659456,3.31
661504,3.36
663552,3.38
665600,3.36
667648,3.04
669696,3.25
671744,3.22
673792,3.22
675840,3.3
677888,3.36
679936,3.31
681984,3.36
684032,3.18
686080,3.24
688128,3.26
690176,3.2
692224,3.11
694272,3.12
696320,3.27
698368,3.11
700416,3.02
702464,3.18
704512,3.23
706560,3.28
708608,3.26
710656,3.31
712704,3.49
714752,3.39
716800,3.46
718848,3.58
720896,3.75
722944,3.87
724992,4.03
727040,3.92
729088,3.8
731136,3.9
733184,3.89
735232,3.89
737280,3.95
739328,4.0
741376,3.97
743424,3.88
745472,3.82
747520,3.72
749568,3.62
751616,3.79
753664,3.71
755712,3.81
757760,3.85
759808,3.83
761856,3.75
763904,3.77
765952,3.81
768000,3.73
770048,3.84
772096,3.91
774144,3.89
776192,3.82
778240,3.79
780288,3.75
782336,3.77
784384,3.74
786432,3.59
788480,3.55
790528,3.58
792576,3.56
794624,3.42
796672,3.44
798720,3.5
800768,3.42
802816,3.42
804864,3.41
806912,3.57
808960,3.6
811008,3.54
813056,3.64
815104,3.52
817152,3.49
819200,3.44
821248,3.47
823296,3.49
825344,3.6
827392,3.61
829440,3.43
831488,3.52
833536,3.58
835584,3.49
837632,3.5
839680,3.49
841728,3.63
843776,3.81
845824,3.81
847872,3.77
849920,3.62
851968,3.44
854016,3.33
856064,3.23
858112,3.33
860160,3.4
862208,3.55
864256,3.44
866304,3.32
868352,3.15
870400,3.3
872448,3.38
874496,3.39
876544,3.45
878592,3.72
880640,3.58
882688,3.59
884736,3.65
886784,3.74
888832,3.67
890880,3.85
892928,3.71
894976,3.85
897024,4.1
899072,4.19
901120,3.95
903168,3.85
905216,3.92
907264,3.82
909312,3.77
911360,3.77
913408,3.72
915456,3.82
917504,3.74
919552,3.5
921600,3.48
923648,3.45
925696,3.55
927744,3.38
929792,3.32
931840,3.35
933888,3.11
935936,3.21
937984,3.17
940032,3.22
942080,3.29
944128,3.2
946176,3.2
948224,3.16
950272,3.09
952320,3.13
954368,3.1
956416,3.14
958464,3.07
960512,3.07
962560,2.95
964608,2.98
966656,3.04
968704,2.99
970752,2.91
972800,2.93
974848,2.94
976896,2.91
978944,2.81
980992,2.88
983040,2.96
985088,2.96
987136,2.95
989184,2.98
991232,3.02
993280,3.07
995328,3.21
997376,3.3
999424,3.51
